Cluster ID	Cluster name	Supercluster	Class auto-annotation	Neurotransmitter auto-annotation	Neuropeptide auto-annotation	Subtype auto-annotation	Transferred MTG Label	Top three regions	Top three dissections	Top Enriched Genes	Number of cells	DoubletFinder score	Total UMI	Fraction unspliced	Fraction mitochondrial	H19.30.002	H19.30.001	H18.30.002	H18.30.001	Fraction cells from top donor	Number of donors
265	LLC_265	LAMP5-LHX6 and Chandelier	NEUR	GABA	CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG TAC UBL VGF proSAAS	CHAND	Chandelier	Cerebral cortex: 72.8%, Amygdala: 17.1%, Hippocampus: 5.1%	Human MEC: 6.1%, Human M1C: 4.8%, Human BL: 4.2%	AC046195.2, LINC00943, PCDH18, COL15A1, PTHLH, C1QL1, LINC01837, NOG, CA8, PLEKHH2	4251	0.050070837	19015.92425	0.691003555	0.007942596	1474	1446	1274	57	0.346741943	4
266	LLC_266	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG SPX TAC UBL proSAAS	CHAND	N/A	Amygdala: 42.8%, Hippocampus: 27.1%, Cerebral cortex: 25.1%	Human CMN: 12.5%, Human BL: 8.8%, Human La: 8.4%	IL18R1, C1QL1, COL15A1, IBSP, LINC01837, CPED1, LINC00943, GRIN2C, LHX6, PTHLH	3566	0.025416841	18470.54964	0.694616685	0.008218698	1259	1260	1043	4	0.353337072	4
267	LLC_267	LAMP5-LHX6 and Chandelier	NEUR	GABA VGLUT3	CCK CHGA CHGB CORT IGF NAMPT NPPC NPW NUCB NXPH SCG TAC UBL VGF proSAAS	INT-LAMP5-LHX6	N/A	Hippocampus: 80.6%, Cerebral cortex: 13.8%, Amygdala: 1.9%	Human CA4C-DGC: 23.2%, Human CA1U-CA2U-CA3U: 10.4%, Human CA1C-CA3C: 9.5%	EXOC1L, CASP4LP, AC092819.3, ACADL, LINC01344, ANO1, CHST9, CHRDL1, ROR1, MYB	1018	0.039140977	23600.11788	0.683550809	0.01133565	384	236	379	19	0.377210216	4
268	LLC_268	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH SCG SST TAC UBL VGF proSAAS	INT-LAMP5-LHX6	Lamp5 Lhx6	Hippocampus: 95.5%, Cerebral cortex: 2.4%, Amygdala: 1.1%	Human CA1U-CA2U-CA3U: 17.8%, Human CA3R: 17.6%, Human CA4C-DGC: 13.9%	CHRDL1, AL136456.1, EYA4, HAPLN1, LINC01344, CHST9, ANO1, TACR1, GRPR, NPPC	3843	0.027674376	22371.81056	0.676160459	0.008017228	1167	1179	1442	55	0.375227687	4
269	LLC_269	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS	INT-LAMP5-LHX6	N/A	Cerebral cortex: 43.7%, Hippocampus: 25.7%, Amygdala: 22.8%	Human MEC: 8.5%, Human CMN: 6.9%, Human CA1U-CA2U-CA3U: 6.2%	CHRDL1, C1QL1, ANO1, TMEM255A, ACADL, LINC01344, ISM1, CHST9, NGF, GRPR	3214	0.02132927	19522.67579	0.711609839	0.009099939	980	1034	1147	53	0.356876167	4
270	LLC_270	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL proSAAS	INT-LAMP5-LHX6	Lamp5 Lhx6	Cerebral cortex: 86.2%, Hippocampus: 6.7%, Thalamus: 3.3%	Human M1C: 12.3%, Human MTG: 5.2%, Human S1C: 4.5%	LINC01344, SFRP1, ANO1, EYA4, LINC00943, CA1, PDGFD, NOS1, CHRDL1, CDCA7	4751	0.025105175	15133.86782	0.670136912	0.012126181	1735	1504	1330	182	0.365186277	4
271	LLC_271	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-LAMP5-LHX6	Lamp5 Lhx6	Cerebral cortex: 63.9%, Amygdala: 16.6%, Hippocampus: 9.9%	Human MEC: 11.6%, Human LEC: 5.7%, Human CEN: 4.6%	LINC01344, SFRP1, ANO1, CHRDL1, EYA4, HAPLN1, ADGRG6, AL136456.1, MYB, CASP4LP	4045	0.023250822	20247.10482	0.699462737	0.008328187	1490	1275	1169	111	0.368355995	4
272	LLC_272	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL UCN VGF proSAAS	INT-LAMP5-LHX6	Lamp5 Lhx6	Cerebral cortex: 67.5%, Amygdala: 16.1%, Basal forebrain: 7.8%	Human MEC: 6.2%, Human FI: 5.9%, Human LEC: 4.8%	LINC01344, SFRP1, ANO1, PDGFD, EYA4, FREM2, AP002989.1, CHRDL1, HAPLN1, ADGRG6	1960	0.015037503	17750.53163	0.710613145	0.008062863	714	607	587	52	0.364285714	4
273	LLC_273	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH SCG TAC UBL VGF proSAAS	INT-LAMP5-LHX6	Lamp5 Lhx6	Amygdala: 44.9%, Cerebral cortex: 33.4%, Hippocampus: 7.3%	Human BL: 11.5%, Human CEN: 9.9%, Human CMN: 9.0%	LINC01344, SFRP1, HAPLN1, CHRDL1, EYA4, ANO1, ADGRG6, TMEM255A, MYB, CHST9	3254	0.025941709	18610.83036	0.710160857	0.008569044	1154	1004	1065	31	0.354640443	4
274	LLC_274	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH SCG UBL UCN proSAAS	INT-LAMP5-LHX6	Lamp5 Lhx6	Cerebral cortex: 84.6%, Basal forebrain: 5.9%, Hippocampus: 3.1%	Human M1C: 11.7%, Human MTG: 7.6%, Human Cla: 4.8%	LINC01344, AC137770.1, SFRP1, AC132803.1, HAPLN1, EYA4, PDGFD, ANO1, AP002989.1, LINC00298	6373	0.022103033	18240.66076	0.696552741	0.007520357	2240	2033	1749	351	0.351482818	4
275	LLC_275	LAMP5-LHX6 and Chandelier	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PTHLH SCG UBL UCN proSAAS	INT-LAMP5-LHX6	Lamp5 Lhx6	Cerebral cortex: 66.0%, Amygdala: 16.5%, Basal forebrain: 9.9%	Human Cla: 7.5%, Human MEC: 6.9%, Human MTG: 5.9%	LINC01344, SFRP1, HAPLN1, PDGFD, EYA4, ADGRG6, ANO1, AC137770.1, AP002989.1, CRABP1	2174	0.01905912	17263.0598	0.701216357	0.008496642	770	718	589	97	0.354185833	4
276	CGE_276	CGE interneuron	NEUR	GABA VGLUT3	CCK CHGA CHGB GRP IGF NAMPT NPY NUCB NXPH PNOC SCG SST UBL VGF VIP proSAAS	INT-VIP	N/A	Hippocampus: 73.7%, Amygdala: 13.0%, Cerebral cortex: 10.8%	Human CA3R: 12.6%, Human CA4C-DGC: 12.2%, Human CA1U-CA2U-CA3U: 11.2%	SHISAL2B, HTR3A, SLC17A8, LINC01997, GAS2L3, SCGN, AC112178.1, GPC3, PTGFR, ACADL	2080	0.073606689	29291.94952	0.685450561	0.007860523	626	489	955	10	0.459134615	4
277	CGE_277	CGE interneuron	NEUR	GABA VGLUT3	CCK CHGA CHGB CRH IGF NAMPT NUCB NXPH PNOC SCG UBL VGF proSAAS		N/A	Cerebral cortex: 77.4%, Amygdala: 13.3%, Hippocampus: 6.1%	Human M1C: 6.8%, Human LEC: 5.1%, Human FI: 4.8%	SCGN, SP8, LINC01497, DDR2, AC005064.1, LINC01162, ABCB5, TNFSF11, ANGPT1, RELN	1650	0.073238194	22521.80364	0.681483992	0.00634971	546	495	571	38	0.346060606	4
278	CGE_278	CGE interneuron	NEUR	GABA VGLUT3	CCK CHGA CHGB CRH IGF NAMPT NPW NUCB NXPH PNOC SCG SST UBL proSAAS		Pax6	Cerebral cortex: 78.0%, Amygdala: 10.4%, Hippocampus: 8.1%	Human MEC: 5.9%, Human LEC: 4.8%, Human M1C: 4.7%	SP8, CXCL14, DDR2, AC006305.1, AC005064.1, RELN, ABCB5, GRPR, AC092819.3, NDNF	7177	0.040213577	15390.37188	0.655600556	0.011946499	2298	2635	2168	76	0.367145047	4
279	CGE_279	CGE interneuron	NEUR	GABA VGLUT3	CCK CHGA CHGB CRH IGF NAMPT NUCB NXPH SCG UBL VIP proSAAS	INT-VIP	N/A	Cerebral cortex: 54.6%, Hippocampus: 26.0%, Amygdala: 14.6%	Human MEC: 5.4%, Human CMN: 5.0%, Human CA4C-DGC: 5.0%	LINC01162, AC006305.1, HTR3A, HGFAC, SP8, CXCL14, SLC17A8, CNR1, LINC01470, LINC01416	7444	0.046844603	25857.80508	0.688733242	0.011100656	2603	2108	2644	89	0.355185384	4
280	CGE_280	CGE interneuron	NEUR	GABA	CCK CHGA CHGB CRH IGF NAMPT NUCB PNOC SCG UBL VIP proSAAS	INT-VIP	N/A	Cerebral cortex: 73.7%, Amygdala: 13.3%, Hippocampus: 7.8%	Human MEC: 7.2%, Human Pir: 6.0%, Human LEC: 5.6%	AC006305.1, LINC01416, AL391832.4, LINC01905, SP8, DCN, CHRNB3, CXCL14, CHRNA7, CRH	5106	0.028911344	15170.43596	0.673662021	0.009611395	1563	1818	1695	30	0.356051704	4
281	CGE_281	CGE interneuron	NEUR	GABA	CCK CHGA CHGB CRH IGF NAMPT NUCB PNOC SCG UBL VIP proSAAS	INT-VIP	N/A	Cerebral cortex: 70.5%, Amygdala: 13.0%, Hippocampus: 10.6%	Human Pir: 5.7%, Human MEC: 4.6%, Human M1C: 4.5%	HTR3A, AC004862.1, AL139090.1, HGFAC, AL391832.4, CHRNA6, EDNRA, AC006305.1, CHRNB3, TNFAIP8L3	2234	0.055126322	21801.3581	0.702684747	0.010584575	678	749	774	33	0.346463742	4
282	CGE_282	CGE interneuron	NEUR	GABA	CCK CHGA CHGB CRH IGF NAMPT NUCB PNOC SCG UBL proSAAS		Sncg	Cerebral cortex: 82.6%, Hippocampus: 11.9%, Amygdala: 2.2%	Human A32: 5.2%, Human MTG: 5.1%, Human M1C: 4.8%	AC004862.1, AC091576.1, ADAM33, CXCL14, NDNF, AL139090.1, AL391832.4, AC073316.1, ARHGAP36, AC068633.1	10065	0.022418843	11794.50094	0.687094575	0.007963189	3030	3864	3070	101	0.38390462	4
283	CGE_283	CGE interneuron	NEUR	GABA	CCK CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG SST UBL VGF proSAAS		Sncg	Cerebral cortex: 81.0%, Hippocampus: 9.3%, Amygdala: 5.0%	Human MTG: 5.2%, Human A32: 4.5%, Human MEC: 4.1%	CXCL14, AC004862.1, BAGE2, PCDH18, AL139090.1, AL356585.4, AL391832.4, SGO1-AS1, AC073316.1, KMO	10636	0.023720415	12154.83847	0.691814816	0.006783374	3332	3837	3348	119	0.360755923	4
284	CGE_284	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB IGF NAMPT NPPC NUCB NXPH PNOC PTHLH SCG TAC UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 74.7%, Amygdala: 9.9%, Hippocampus: 9.3%	Human M1C: 5.9%, Human MEC: 5.8%, Human MTG: 4.9%	AC011990.1, PCDH18, CXCL14, LINC01931, KMO, PTGFR, LINC02397, AL136114.1, LINC02144, VIP	9109	0.028755245	14202.82676	0.697711902	0.006153901	2906	2946	3029	228	0.332528269	4
285	CGE_285	CGE interneuron	NEUR	GABA	CCK CHGA CHGB IGF NAMPT NUCB NXPH PENK PNOC SCG TAC UBL VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 62.9%, Hippocampus: 22.3%, Amygdala: 9.5%	Human M1C: 7.7%, Human CA1C-CA3C: 5.2%, Human MEC: 4.2%	PTGFR, PENK, PCDH18, LINC01497, NR2E1, OSTM1-AS1, VIP, CXCL14, AC008798.3, HTR3A	4688	0.049199053	18438.03029	0.675419854	0.007864524	1425	1530	1573	160	0.335537543	4
286	CGE_286	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT CRH IGF NAMPT NPW NPY NUCB NXPH PNOC SCG SST UBL VGF proSAAS	INT-LAMP5	Lamp5	Cerebral cortex: 70.6%, Hippocampus: 13.8%, Amygdala: 10.2%	Human MEC: 5.8%, Human M1C: 5.5%, Human MTG: 4.3%	NDNF, CXCL14, AC005064.1, RELN, NMBR, LINC00298, MYH11, AC092819.3, NR2E1, SLC25A48	15597	0.024459031	14374.56504	0.669024758	0.009984836	4793	5425	5142	237	0.347823299	4
287	CGE_287	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT CRH IGF NAMPT NUCB NXPH SCG SST UBL proSAAS	INT-LAMP5	Lamp5	Cerebral cortex: 53.6%, Amygdala: 17.5%, Hippocampus: 15.0%	Human M1C: 6.2%, Human MEC: 5.8%, Human BL: 4.1%	MYH11, LINC00298, HAPLN1, AC092819.3, AC137770.1, EYA4, KIT, TRPC3, AC132803.1, RELN	18571	0.01761695	14697.86716	0.689202846	0.008853232	6239	5996	5950	386	0.335953907	4
288	CGE_288	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT CRH IGF NAMPT NUCB NXPH SCG UBL proSAAS	INT-LAMP5	Lamp5	Cerebral cortex: 70.6%, Amygdala: 13.7%, Hippocampus: 6.3%	Human M1C: 7.3%, Human MTG: 5.0%, Human MEC: 4.7%	HAPLN1, AC137770.1, LINC00298, AC132803.1, KIT, PKP2, EYA4, ROR2, NXPH2, GRPR	24831	0.014070101	14227.45951	0.665533011	0.008214529	8063	8313	7588	867	0.334783134	4
289	CGE_289	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PNOC PTHLH SCG TAC UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 82.1%, Hippocampus: 7.9%, Amygdala: 5.8%	Human M1C: 7.0%, Human MTG: 6.6%, Human MEC: 4.8%	TAC3, AC011990.1, KMO, AJ006995.1, SCTR, SHISA8, SLC22A3, AL450338.2, LINC02488, DCN	14326	0.018943249	11952.28905	0.690666577	0.005520135	4586	4804	4552	384	0.335334357	4
290	CGE_290	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG TAC UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 83.0%, Hippocampus: 8.5%, Amygdala: 5.2%	Human MTG: 7.1%, Human M1C: 5.4%, Human A40: 3.9%	SHISA8, VIP, SCTR, FLT1, SLC22A3, KMO, PTHLH, GGT4P, CXCL12, LINC02488	20794	0.016590896	12325.80393	0.663485713	0.006771221	6625	7226	6588	355	0.347504088	4
291	CGE_291	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CRH IGF NAMPT NUCB PNOC PTHLH SCG UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 75.1%, Hippocampus: 14.3%, Amygdala: 7.1%	Human MTG: 6.3%, Human M1C: 5.2%, Human MEC: 4.6%	Z83818.2, NPR3, KMO, AL391832.4, AL136114.1, EDNRA, SLC10A4, AC013265.1, PCDH18, TMEM100	12240	0.032711828	17173.11985	0.66969507	0.008565346	3469	4497	4041	233	0.367401961	4
292	CGE_292	CGE interneuron	NEUR	GABA	AGT CBLN CCK CHGA CHGB CRH IGF NAMPT NUCB PTHLH SCG TAC UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 86.1%, Hippocampus: 7.4%, Amygdala: 3.1%	Human MTG: 7.0%, Human M1C: 6.1%, Human A29-A30: 4.3%	NPR3, VIP, PPP1R1C, AC020930.1, CHRNA2, AC013265.1, SP8, CRH, AL391832.4, AC062021.1	12439	0.026521719	13349.67497	0.652181757	0.010009452	3826	4546	3804	263	0.365463462	4
293	CGE_293	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB PTHLH SCG TAC UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 70.3%, Hippocampus: 15.1%, Amygdala: 8.5%	Human MEC: 5.0%, Human MTG: 5.0%, Human M1C: 4.3%	VIP, PTHLH, TAC3, AC020930.1, IQGAP2, HS3ST3A1, AC013265.1, AL391832.4, LAMA3, SLC22A3	20104	0.019949857	12579.63594	0.652113814	0.006472456	6457	7124	6255	268	0.354357342	4
294	CGE_294	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB PTHLH SCG TAC UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 64.4%, Hippocampus: 14.7%, Amygdala: 10.8%	Human MEC: 5.3%, Human M1C: 5.2%, Human Cla: 4.7%	VIP, ABI3BP, PTHLH, IQGAP2, TAC3, CRH, DLX1, AC104129.1, NPR3, LAMA3	14134	0.024769001	14501.19577	0.644188896	0.009407208	4558	4629	4606	341	0.327508136	4
295	CGE_295	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB PTHLH SCG TAC UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 67.0%, Amygdala: 17.8%, Hippocampus: 8.6%	Human M1C: 5.2%, Human MEC: 5.2%, Human BL: 4.2%	VIP, EREG, CRH, AC013265.1, TAC3, SLC6A2, AC062021.1, AL391832.4, SP8, PTHLH	4922	0.02144311	12338.01727	0.643081416	0.010322101	1571	1767	1520	64	0.359000406	4
296	CGE_296	CGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG TAC UBL VGF VIP proSAAS	INT-VIP	Vip	Cerebral cortex: 72.9%, Amygdala: 10.5%, Hippocampus: 9.0%	Human M1C: 8.1%, Human MEC: 6.2%, Human MTG: 4.7%	EREG, VIP, TAC3, IQGAP2, AREG, CXCL14, PTHLH, AC011990.1, SP8, NPR3	9524	0.025077632	12499.38608	0.658416429	0.009640799	2933	3154	3154	283	0.331163377	4
297	URL_297	Upper rhombic lip		VGLUT1	CHGA CHGB GRP NUCB NXPH SCG UBL proSAAS		N/A	Midbrain: 97.1%, Thalamus: 2.9%, Cerebral cortex: 0.0%	Human SC: 73.5%, Human SN: 20.6%, Human PAG: 2.9%	TPH1, RBP3, AC004852.2, GABRR3, AQP3, NEUROG1, ETV3L, AC063980.1, CACNA2D4, ASB15-AS1	34	0.012989196	7235	0.62555681	0.009278073	26	0	8	0	0.764705882	2
298	CBI_298	Cerebellar inhibitory	NEUR	GLY	CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG TAC UBL VGF proSAAS	CB-PurkLayerInt	N/A	Pons: 82.7%, Cerebellum: 11.0%, Medulla: 4.1%	Human PnEN: 27.0%, Human PB: 21.4%, Human PnAN: 18.2%	SLC6A5, PAX2, TRPM8, AL357507.1, LINC00410, TFAP2B, AC080079.2, TFAP2A, IGFBP7-AS1, CHAT	318	0.106728856	14667.83333	0.679520558	0.009711325	91	101	125	1	0.393081761	4
299	CBI_299	Cerebellar inhibitory	NEUR	GLY	CHGA CHGB NAMPT NMU NUCB NXPH PNOC PTHLH SCG UBL VGF proSAAS	CB-PurkLayerInt	N/A	Cerebellum: 71.1%, Pons: 20.4%, Midbrain: 4.5%	Human CbDN: 64.6%, Human PnEN: 7.1%, Human PB: 6.6%	SLC6A5, PAX2, TFAP2B, IGF2BP2, TFAP2A, GBA3, INHBA, LIPG, ANGPT1, BHLHE22	560	0.12212334	18613.73929	0.676009731	0.01561171	133	81	340	6	0.607142857	4
300	CBI_300	Cerebellar inhibitory	NEUR	GABA	CHGA CHGB NAMPT NUCB NXPH PTHLH SCG UBL VGF proSAAS	CB-PurkLayerInt	N/A	Cerebellum: 61.4%, Pons: 32.9%, Midbrain: 3.2%	Human CbDN: 58.9%, Human PnEN: 12.4%, Human PnRF: 8.1%	PAX2, SLC4A11, TFAP2B, NDNF, TFAP2A, IL15, SRD5A2, BHLHE22, ANGPT1, SLC22A3	1194	0.081630989	14621.85595	0.677045393	0.014861656	226	205	763	0	0.639028476	3
301	CBI_301	Cerebellar inhibitory	NEUR	GLY	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH PENK SCG UBL proSAAS	CB-MolLayerInt1	N/A	Pons: 92.6%, Medulla: 6.6%, Cerebral cortex: 0.7%	Human PnEN: 37.5%, Human PnAN: 26.5%, Human DTg: 16.9%	SLC6A5, TFAP2B, AC104574.2, PAX2, TFAP2A, BHLHE22, AC090796.1, XDH, AC018618.1, LBX1-AS1	136	0.106261728	12568.54412	0.659070076	0.032567409	53	28	54	1	0.397058824	4
302	CBI_302	Cerebellar inhibitory	NEUR	GLY	CHGA CHGB NAMPT NPPC NUCB NXPH PENK SCG UBL VGF proSAAS	CB-GranLayerInt	N/A	Cerebellum: 60.1%, Medulla: 19.0%, Pons: 15.3%	Human CBV: 42.3%, Human CBL: 12.9%, Human IO: 7.7%	CPLX4, AC010476.2, SLC6A5, PAX2, AC008725.1, AC068672.2, TFAP2B, LINC01179, AL139351.3, LGI2	248	0.11472204	25470.06048	0.686709433	0.008125357	69	113	66	0	0.455645161	3
303	CBI_303	Cerebellar inhibitory		GABA	CHGB NAMPT NPPC NUCB PTHLH UBL proSAAS	CB-MolLayerInt1	N/A	Cerebellum: 96.8%, Pons: 1.5%, Medulla: 1.0%	Human CBV: 93.3%, Human CBL: 3.5%, Human PnEN: 0.7%	TFAP2B, AC010476.2, SCGN, AL162718.1, LIPG, XDH, LMCD1, TFAP2A, IL15, LRRC38	1439	0.064571942	16342.6435	0.689867796	0.006499682	410	913	116	0	0.634468381	3
304	CBI_304	Cerebellar inhibitory		GABA	CHGB NAMPT NPPC NUCB UBL proSAAS	CB-MolLayerInt1	N/A	Cerebellum: 95.5%, Pons: 2.4%, Medulla: 1.8%	Human CBV: 87.2%, Human CBL: 8.3%, Human PnAN: 1.4%	SCGN, TFAP2B, LMCD1, LIPG, AL162718.1, CLCNKA, LRRC38, TFAP2A, BHLHE22, AC010476.2	719	0.070576837	15137.58136	0.698179319	0.007348323	235	409	75	0	0.568845619	3
305	CBI_305	Cerebellar inhibitory	NEUR	GABA	CHGB NAMPT NPPC NUCB NXPH UBL proSAAS	CB-MolLayerInt1 CB-MolLayerInt2	N/A	Cerebellum: 88.0%, Pons: 4.7%, Midbrain: 3.7%	Human CBV: 79.1%, Human CBL: 7.9%, Human IC: 3.7%	SCGN, TFAP2B, LIPG, LRRC38, LBX1-AS1, BHLHE22, LINC02058, LHX1, LMCD1, EN2	191	0.063885852	10286.41885	0.691281547	0.005822935	62	103	26	0	0.539267016	3
306	CBI_306	Cerebellar inhibitory		GABA	CHGB NAMPT NPPC NUCB UBL proSAAS	CB-MolLayerInt1	N/A	Cerebellum: 91.6%, Pons: 3.4%, Medulla: 3.3%	Human CBV: 84.2%, Human CBL: 7.2%, Human PnEN: 1.5%	SCGN, TFAP2B, LIPG, LMCD1, LRRC38, BHLHE22, TFAP2A, LBX1-AS1, EN2, CHRNA3	6586	0.032917147	11581.40525	0.685361124	0.009359864	2336	3636	614	0	0.55208017	3
307	CBI_307	Cerebellar inhibitory	NEUR	GABA	CHGB NAMPT NUCB NXPH UBL VGF proSAAS	CB-MolLayerInt2	N/A	Cerebellum: 70.3%, Medulla: 12.1%, Pons: 11.7%	Human CBV: 58.9%, Human CBL: 10.0%, Human PnEN: 5.7%	SCGN, TFAP2B, LINC00492, TFAP2A, TPTE2P4, CLCNKA, LIPG, LRRC38, LINC02552, LBX1-AS1	3020	0.07165024	11223.72881	0.683430314	0.011318143	1353	1178	489	0	0.448013245	3
308	URL_308	Upper rhombic lip		VGLUT1	ADCYAP AGT CBLN CHGA CHGB NAMPT NUCB SCG UBL proSAAS	UBC	N/A	Cerebellum: 84.5%, Pons: 10.2%, Medulla: 3.6%	Human CBV: 77.8%, Human PnAN: 6.8%, Human CBL: 5.8%	AC017037.5, AC084740.1, EOMES, LMX1A, AL359208.1, CSRP2, AC092957.1, AC108517.2, MPP3, ITGBL1	920	0.127569232	14091.13804	0.68030335	0.007427872	196	484	231	9	0.526086957	4
309	URL_309	Upper rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CHGB GRP NAMPT NUCB NXPH PENK TRH UBL proSAAS		N/A	Pons: 89.0%, Cerebellum: 8.6%, Medulla: 1.6%	Human PnEN: 37.8%, Human PnAN: 28.2%, Human PB: 12.3%	AC017037.5, AC108517.2, AC084740.1, LMX1A, ABCA13, AC092957.1, TMEM255B, CBLN1, CPLX4, AC080079.2	373	0.142193725	7005.08311	0.643623167	0.009488717	148	82	143	0	0.396782842	3
310	URL_310	Upper rhombic lip	NEUR	VGLUT1	AGT CBLN CHGB NUCB UBL proSAAS	CB-GRAN	N/A	Cerebellum: 52.4%, Pons: 26.2%, Medulla: 15.1%	Human CBV: 34.8%, Human PnAN: 19.7%, Human CbDN: 13.1%	CBLN3, AC092957.1, CRTAM, AC021698.1, LINC01036, AC073225.1, LINC01798, SLC22A31, AC044798.3, AC020659.1	33405	0.059635721	4860.387008	0.66959688	0.008784351	11073	12928	9319	85	0.387007933	4
311	URL_311	Upper rhombic lip	NEUR	VGLUT1	AGT CBLN CHGB NUCB proSAAS	CB-GRAN	N/A	Cerebellum: 72.7%, Medulla: 10.3%, Pons: 8.2%	Human CBV: 33.7%, Human CBL: 23.0%, Human CbDN: 16.1%	CBLN3, AC073225.1, AC092957.1, CRTAM, SLC22A31, CDH15, PRR35, LINC01798, FAT2, AC044798.3	97038	0.03567256	4259.216379	0.665903135	0.007728036	38422	35215	23400	1	0.395947979	4
312	URL_312	Upper rhombic lip	NEUR	VGLUT1	AGT CBLN CHGB UBL proSAAS	CB-GRAN	N/A	Medulla: 61.0%, Pons: 34.8%, Cerebellum: 3.6%	Human MoAN: 47.2%, Human PnAN: 33.2%, Human MoSR: 8.2%	TTR, CBLN3, AC073225.1, AC092957.1, MSR1, CRTAM, LINC01798, AL359208.1, AC044798.3, SLC22A31	5392	0.021201866	3446.683791	0.661575021	0.005855835	979	2905	1508	0	0.538761128	3
313	Splat_313	Splatter	NEUR	VGLUT2	ADCYAP CHGB NAMPT NPPC NUCB SCG UBL proSAAS		N/A	Hippocampus: 41.6%, Cerebral cortex: 36.5%, Amygdala: 7.6%	Human MEC: 14.5%, Human CA4C-DGC: 10.7%, Human DGR-CA4Rpy: 6.7%	AL592463.1, AGTR1, NDNF, TP73, AIM2, PRPH, LINC02770, AC005064.1, LINC01133, SCUBE1	449	0.028964187	16283.73051	0.632014456	0.012839282	173	152	124	0	0.385300668	3
314	Misc_314	Miscellaneous	NEUR	GABA	ADCYAP CHGB IGF KISS NAMPT NPPC NUCB TAC UBL proSAAS	CB-PURK	N/A	Medulla: 35.7%, Pons: 33.3%, Cerebellum: 26.2%	Human CBV: 23.8%, Human PnAN: 21.4%, Human MoAN: 16.7%	PCP2, TRABD2B, ZNF385C, AL109659.1, ATP2A3, LINC02794, IL20RA, NCAM1-AS1, AC092448.1, GNG13	42	0.080983627	38316.85714	0.691359334	0.003015874	9	29	4	0	0.69047619	3
