accession_id,PCL_id,label,Class auto-annotation,cl_parent_1,cl_parent_2,cl_parent_3,cl_parent_4,definition,definition_ref,brain_region,brain_region_curie,brain_region_evidence,markers,marker_fbeta_score
CS202210140_106,PCL:0051106,DLCT6b_105 glutamatergic neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A glutamatergic neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CCN2 (Hsap), RP4-736H5.3 (Hsap), LINC01680 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_106.",DOI:10.1101/2022.10.12.511898,,,,"CCN2 (Hsap), RP4-736H5.3 (Hsap), LINC01680 (Hsap)",0.4606681034482759
CS202210140_107,PCL:0051107,DLCT6b_106 glutamatergic neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A glutamatergic neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of EDNRA (Hsap), CTD-2050E21.1 (Hsap), RP11-81D17.1 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_107.",DOI:10.1101/2022.10.12.511898,,,,"RP11-81D17.1 (Hsap), CTD-2050E21.1 (Hsap), EDNRA (Hsap)",0.55103550295858
CS202210140_108,PCL:0051108,DLCT6b_107 glutamatergic neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A glutamatergic neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SYT6 (Hsap), ITGA11 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_108.",DOI:10.1101/2022.10.12.511898,,,,"ITGA11 (Hsap), SYT6 (Hsap)",0.7285031847133757
CS202210140_109,PCL:0051109,DLCT6b_108 glutamatergic neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A glutamatergic neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of RP11-369E15.3 (Hsap), ADAMTSL1 (Hsap), SEMA3E (Hsap), LINC01821 (Hsap), CTB-57H20.1 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_109.",DOI:10.1101/2022.10.12.511898,,,,"SEMA3E (Hsap), RP11-369E15.3 (Hsap), CTB-57H20.1 (Hsap), ADAMTSL1 (Hsap), LINC01821 (Hsap)",0.3262362637362637
CS202210140_110,PCL:0051110,DLCT6b_109 glutamatergic neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A glutamatergic neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LINC02153 (Hsap), RP11-369E15.3 (Hsap), LINC01821 (Hsap), LINC02263 (Hsap), AC114765.1 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_110.",DOI:10.1101/2022.10.12.511898,,,,"LINC01821 (Hsap), LINC02153 (Hsap), AC114765.1 (Hsap), RP11-369E15.3 (Hsap), LINC02263 (Hsap)",0.2567675159235669
CS202210140_111,PCL:0051111,DLCT6b_110 glutamatergic neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A glutamatergic neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CAV1 (Hsap), TRIM22 (Hsap), SULF1 (Hsap), RP11-640F22.1 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_111.",DOI:10.1101/2022.10.12.511898,,,,"TRIM22 (Hsap), RP11-640F22.1 (Hsap), CAV1 (Hsap), SULF1 (Hsap)",0.5051369863013698
CS202210140_112,PCL:0051112,DLCT6b_111 glutamatergic neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A glutamatergic neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SULF1 (Hsap), FBXL21P (Hsap), TMEM233 (Hsap), GABRQ (Hsap). The soma of these cells can be found in the hippocampal formation. The reference data for this cell type is CS202210140_112.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 92.5%.,"SULF1 (Hsap), GABRQ (Hsap), FBXL21P (Hsap), TMEM233 (Hsap)",0.5448717948717948
CS202210140_113,PCL:0051113,DLCT6b_112 glutamatergic neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,,"A glutamatergic neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SULF1 (Hsap), MSC-AS1 (Hsap), RP11-467L24.1 (Hsap). The soma of these cells can be found in the cerebral cortex, hippocampal formation. The reference data for this cell type is CS202210140_113.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 33.8%.,"RP11-467L24.1 (Hsap), SULF1 (Hsap), MSC-AS1 (Hsap)",0.38636363636363635
CS202210140_114,PCL:0051114,L5ET_113 extratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023009"";""extratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A extratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LINC00943 (Hsap), LINC02424 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_114.",DOI:10.1101/2022.10.12.511898,,,,"LINC02424 (Hsap), LINC00943 (Hsap)",0.7778450363196124
CS202210140_115,PCL:0051115,L5ET_114 extratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023009"";""extratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A extratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LINC00326 (Hsap), CTB-57H20.1 (Hsap), RP11-370K2.1 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_115.",DOI:10.1101/2022.10.12.511898,,,,"LINC00326 (Hsap), RP11-370K2.1 (Hsap), CTB-57H20.1 (Hsap)",0.4562982005141388
CS202210140_116,PCL:0051116,L5ET_115 hippocampal CA1-3 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023060"";""hippocampal CA1-3 neuron"")",,,"A hippocampal CA1-3 neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CSN1S1 (Hsap), XIST (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_116.",DOI:10.1101/2022.10.12.511898,,,,"CSN1S1 (Hsap), XIST (Hsap)",0.6842105263157896
CS202210140_117,PCL:0051117,Misc_116 cerebral cortex neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0010012"";""cerebral cortex neuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,"A cerebral cortex neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of PCSK6 (Hsap), ERG (Hsap), FAM160A1 (Hsap), ATP10A (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_117.",DOI:10.1101/2022.10.12.511898,,,,"FAM160A1 (Hsap), ERG (Hsap), PCSK6 (Hsap), ATP10A (Hsap)",0.527681660899654
CS202210140_118,PCL:0051118,L5ET_117 neuron of the forebrain (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0012001"";""neuron of the forebrain"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")",,,"A neuron of the forebrain of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LRP2 (Hsap), GABRQ (Hsap), RP11-622O11.6 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_118.",DOI:10.1101/2022.10.12.511898,,,,"RP11-622O11.6 (Hsap), LRP2 (Hsap), GABRQ (Hsap)",0.5318322981366459
CS202210140_119,PCL:0051119,L5ET_118 extratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023009"";""extratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A extratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LRP2 (Hsap), CSN1S1 (Hsap), RP4-678D15.1 (Hsap). The soma of these cells can be found in the hippocampal formation, cerebral cortex, mesencephalon. The reference data for this cell type is CS202210140_119.",DOI:10.1101/2022.10.12.511898,"hippocampal formation, mesencephalon","HBA:4249, HBA:9001",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 60.6%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 11.9%.,"LRP2 (Hsap), RP4-678D15.1 (Hsap), CSN1S1 (Hsap)",0.7575757575757577
CS202210140_120,PCL:0051120,CA13_119 hippocampal CA1-3 neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023060"";""hippocampal CA1-3 neuron"")",,,"A hippocampal CA1-3 neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CTXND1 (Hsap), RP11-153I24.5 (Hsap). The soma of these cells can be found in the hippocampal formation. The reference data for this cell type is CS202210140_120.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 97.3%.,"RP11-153I24.5 (Hsap), CTXND1 (Hsap)",0.7757352941176471
CS202210140_121,PCL:0051121,ULIT_120 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023008"";""intratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A intratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of GLP2R (Hsap), SEMA3C (Hsap), TRPC6 (Hsap), LINC01378 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_121.",DOI:10.1101/2022.10.12.511898,,,,"TRPC6 (Hsap), GLP2R (Hsap), LINC01378 (Hsap), SEMA3C (Hsap)",0.3560371517027863
CS202210140_122,PCL:0051122,ULIT_121 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023008"";""intratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A intratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of RP4-809F18.1 (Hsap), ANKRD20A11P (Hsap), AC011288.2 (Hsap), LAMP5 (Hsap), TTC6 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_122.",DOI:10.1101/2022.10.12.511898,,,,"TTC6 (Hsap), ANKRD20A11P (Hsap), LAMP5 (Hsap), AC011288.2 (Hsap), RP4-809F18.1 (Hsap)",0.37234042553191493
CS202210140_123,PCL:0051123,ULIT_122 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023008"";""intratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A intratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of PDGFD (Hsap), LINC00507 (Hsap), LINC01500 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_123.",DOI:10.1101/2022.10.12.511898,,,,"PDGFD (Hsap), LINC00507 (Hsap), LINC01500 (Hsap)",0.4526869158878504
CS202210140_124,PCL:0051124,ULIT_123 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023008"";""intratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A intratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of PDGFD (Hsap), RP11-191L9.4 (Hsap), LINC02263 (Hsap), LINC02306 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_124.",DOI:10.1101/2022.10.12.511898,,,,"LINC02263 (Hsap), PDGFD (Hsap), RP11-191L9.4 (Hsap), LINC02306 (Hsap)",0.30027173913043476
CS202210140_125,PCL:0051125,ULIT_124 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023008"";""intratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A intratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of RP11-380P13.1 (Hsap), LINC00508 (Hsap), LINC02306 (Hsap), RP11-335E8.3 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_125.",DOI:10.1101/2022.10.12.511898,,,,"RP11-380P13.1 (Hsap), RP11-335E8.3 (Hsap), LINC02306 (Hsap), LINC00508 (Hsap)",0.3533878504672897
CS202210140_126,PCL:0051126,ULIT_125 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023008"";""intratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A intratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CYP1B1-AS1 (Hsap), LINC01331 (Hsap), LINC02306 (Hsap), RP11-335E8.3 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_126.",DOI:10.1101/2022.10.12.511898,,,,"RP11-335E8.3 (Hsap), LINC02306 (Hsap), CYP1B1-AS1 (Hsap), LINC01331 (Hsap)",0.26032702237521516
CS202210140_127,PCL:0051127,ULIT_126 intratelencephalic-projecting glutamatergic cortical neuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023008"";""intratelencephalic-projecting glutamatergic cortical neuron"")",,,,"A intratelencephalic-projecting glutamatergic cortical neuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of AJ006998.2 (Hsap), RP11-120L14.1 (Hsap), RP11-632B21.2 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_127.",DOI:10.1101/2022.10.12.511898,,,,"AJ006998.2 (Hsap), RP11-120L14.1 (Hsap), RP11-632B21.2 (Hsap)",0.4145244215938303
